id,date,type,category,amount,payment_method,recurring
4104,2024-05-24,Expense,Dining Out,699.676,Bank Transfer,1
4105,2024-03-30,Expense,Internet,1877.72289,Bank Transfer,0
4106,2024-02-17,Expense,Gifts/Donations,465.4985810732,Debit Card,0
4107,2024-07-02,Income,Education,3335.7132409,Other,1
4108,2024-03-30,Expense,Debt Repayment,4645.8147,Credit Card,0
4109,2024-04-26,Expense,Gifts/Donations,4257.935466303,Debit Card,1
4110,2024-12-27,Income,Gifts/Donations,1895.2956,Debit Card,0
4111,2024-03-03,Income,Subscriptions,360.20987,Bank Transfer,0
4112,2024-02-06,Income,Groceries,1179.50896,Debit Card,1
4113,2024-08-31,Expense,Gifts/Donations,4729.2,Bank Transfer,0
4114,2024-04-01,Expense,Internet,4211.52,Cash,0
4115,2024-05-13,Income,Healthcare,545.342,Debit Card,1
4116,2024-04-07,Expense,Groceries,706.14355,Other,0
4117,2024-06-22,Expense,Transportation,2758.3,Credit Card,0
4118,2024-01-29,Expense,Transportation,4047.52845654,Debit Card,1
4119,2024-06-18,Expense,Gifts/Donations,3114.5757923,Debit Card,0
4120,2024-11-13,Income,Debt Repayment,1862.5,Credit Card,0
4121,2024-02-05,Income,Subscriptions,346.925445,Other,0
4122,2024-01-23,Income,Dining Out,2435.47,Other,1
4123,2024-04-04,Income,Insurance,3840.89400882884,Credit Card,0
4124,2024-07-22,Income,Healthcare,4019.207620882,Bank Transfer,1
4125,2024-08-11,Income,Healthcare,143.99,Debit Card,1
4126,2024-07-05,Income,Gifts/Donations,952.79440758,Other,0
4127,2024-02-22,Income,Dining Out,2623.117488574,Credit Card,0
4128,2024-09-07,Expense,Transportation,433.94756077,Debit Card,0
4129,2024-09-14,Income,Travel,3382.2139229,Debit Card,0
4130,2024-10-09,Expense,Transportation,3546.588,Other,0
4131,2024-04-21,Expense,Healthcare,2816.8276,Debit Card,1
4132,2024-04-22,Expense,Gifts/Donations,2498.935725418,Debit Card,0
4133,2024-07-20,Income,Internet,4301.5716492,Bank Transfer,0
4134,2024-07-20,Income,Travel,3439.315019048,Debit Card,0
4135,2024-10-13,Income,Childcare,458.37428737449,Debit Card,0
4136,2024-08-14,Income,Subscriptions,3831.63744531,Cash,0
4137,2024-08-04,Expense,Childcare,617.8153689546,Bank Transfer,1
4138,2024-07-03,Expense,Healthcare,402.389303,Bank Transfer,0
4139,2024-08-26,Expense,Groceries,1021.925,Other,1
4140,2024-10-30,Income,Shopping,4042.56,Credit Card,0
4141,2024-05-22,Income,Rent/Mortgage,1904.82574518867,Debit Card,1
4142,2024-06-10,Expense,Internet,473.6,Other,0
4143,2024-02-01,Expense,Transportation,2404.17825,Other,0
4144,2024-05-06,Expense,Entertainment,2492.6541004669,Credit Card,1
4145,2024-09-27,Expense,Insurance,3719.4893014,Debit Card,0
4146,2024-01-02,Income,Gifts/Donations,2769.7449740845,Credit Card,1
4147,2024-07-12,Expense,Transportation,4309.82812,Credit Card,0
4148,2024-08-06,Income,Rent/Mortgage,117.43600089595,Credit Card,1
4149,2024-06-06,Expense,Insurance,3807.159,Other,0
4150,2024-06-08,Expense,Rent/Mortgage,1109.2,Debit Card,1
4151,2024-10-12,Expense,Internet,950.377,Other,0
4152,2024-01-18,Expense,Insurance,36.139,Credit Card,0
4153,2024-04-04,Expense,Childcare,1779.321924771,Debit Card,1
4154,2024-04-06,Expense,Healthcare,2532.3699,Other,1
4155,2024-07-20,Income,Internet,3509.91394235,Bank Transfer,0
4156,2024-07-01,Expense,Entertainment,3976.246044,Bank Transfer,0
4157,2024-09-25,Expense,Healthcare,4912.3365,Cash,0
4158,2024-01-23,Income,Entertainment,2882.6613584335,Credit Card,1
4159,2024-01-25,Expense,Phone,3129.26575178,Other,0
4160,2024-02-09,Expense,Rent/Mortgage,665.194427526,Cash,0
4161,2024-08-02,Income,Healthcare,3789.731,Credit Card,0
4162,2024-02-04,Income,Shopping,1821.459475,Cash,1
4163,2024-09-19,Income,Dining Out,456.626351,Bank Transfer,1
4164,2024-09-20,Income,Internet,1305.7376581,Bank Transfer,0
4165,2024-07-26,Income,Internet,78.39637,Other,1
4166,2024-01-05,Expense,Dining Out,1203.2546453,Bank Transfer,1
4167,2024-02-27,Expense,Subscriptions,1343.17409580998,Credit Card,1
4168,2024-07-25,Income,Entertainment,2327.2852918,Other,1
4169,2024-10-25,Expense,Utilities,1950.893668,Credit Card,0
4170,2024-10-25,Expense,Dining Out,3448.68,Credit Card,0
4171,2024-08-28,Income,Subscriptions,4920.88858,Other,1
4172,2024-03-06,Expense,Utilities,1072.5559,Bank Transfer,1
4173,2024-08-23,Income,Subscriptions,2558.9906144,Debit Card,1
4174,2024-07-24,Income,Shopping,2364.911,Debit Card,1
4175,2024-03-25,Income,Insurance,2877.9530302984,Cash,1
4176,2024-02-25,Income,Childcare,2952.226437372,Cash,0
4177,2024-11-24,Expense,Entertainment,582.84388,Cash,0
4178,2024-09-24,Income,Rent/Mortgage,822.439,Debit Card,0
4179,2024-01-30,Income,Transportation,1465.7646972,Credit Card,1
4180,2024-11-10,Expense,Internet,4792.4517,Cash,1
4181,2024-09-24,Income,Rent/Mortgage,3674.856,Credit Card,0
4182,2024-02-25,Income,Gifts/Donations,2543.9617303,Bank Transfer,1
4183,2024-06-08,Expense,Subscriptions,1040.2693352,Other,0
4184,2024-11-28,Expense,Dining Out,3878.56,Cash,0
4185,2024-02-18,Income,Childcare,3013.7059691899,Credit Card,0
4186,2024-06-19,Expense,Shopping,3874.951643,Debit Card,1
4187,2024-09-21,Expense,Dining Out,2285.98940326,Debit Card,0
4188,2024-11-29,Income,Entertainment,1919.19419,Other,0
4189,2024-01-13,Expense,Transportation,3850.23778,Debit Card,0
4190,2024-09-24,Income,Entertainment,3366.56,Debit Card,1
4191,2024-10-17,Expense,Debt Repayment,3658.913838,Cash,0
4192,2024-12-17,Expense,Healthcare,1532.283930523,Debit Card,0
4193,2024-03-04,Expense,Transportation,1067.354,Other,0
4194,2024-01-31,Income,Subscriptions,1500.91,Cash,0
4195,2024-09-10,Expense,Entertainment,4979.50176862,Other,1
4196,2024-09-16,Income,Healthcare,1898.71876793,Debit Card,1
4197,2024-07-14,Income,Subscriptions,720.4,Credit Card,0
4198,2024-02-27,Expense,Transportation,1479.23572223,Bank Transfer,0
4199,2024-01-01,Income,Healthcare,4186.5399,Bank Transfer,0
4200,2024-07-09,Income,Dining Out,1159.234,Other,1
4201,2024-12-14,Income,Subscriptions,865.239975572,Debit Card,1
4202,2024-11-03,Income,Transportation,4664.9307377,Other,0
4203,2024-07-31,Expense,Phone,3019.36291127,Credit Card,1
4204,2024-10-10,Expense,Phone,2891.4832,Credit Card,1
4205,2024-08-15,Income,Debt Repayment,3670.1184,Other,0
4206,2024-10-04,Income,Groceries,1007.7880664434,Other,0
4207,2024-07-06,Expense,Internet,144.49911351,Other,0
4208,2024-05-03,Expense,Rent/Mortgage,2522.95849637103,Cash,0
4209,2024-05-04,Expense,Phone,1985.93217806,Credit Card,1
4210,2024-08-31,Expense,Phone,4364.25742866445,Other,1
4211,2024-01-03,Income,Phone,3848.21465405631,Credit Card,0
4212,2024-03-09,Expense,Groceries,59.7718,Debit Card,1
4213,2024-11-22,Expense,Groceries,71.663,Credit Card,1
4214,2024-04-30,Income,Healthcare,4135.16066675,Debit Card,1
4215,2024-09-08,Income,Gifts/Donations,3169.754,Other,1
4216,2024-04-10,Income,Insurance,4528.6511,Cash,1
4217,2024-07-23,Expense,Healthcare,3273.958153,Bank Transfer,1
4218,2024-11-11,Income,Childcare,501.3135096067,Debit Card,1
4219,2024-01-15,Expense,Transportation,406.2,Debit Card,0
4220,2024-05-17,Income,Dining Out,50.4539599,Cash,0
4221,2024-07-21,Income,Travel,4790.23654275,Bank Transfer,0
4222,2024-08-17,Income,Groceries,1268.74683689,Credit Card,0
4223,2024-11-11,Income,Utilities,498.828,Debit Card,1
4224,2024-03-30,Income,Childcare,2310.39658308,Debit Card,0
4225,2024-05-04,Expense,Education,2870.1994352728,Cash,1
4226,2024-10-20,Income,Healthcare,1117.4116193562,Other,1
4227,2024-03-11,Expense,Internet,1667.35970882,Bank Transfer,0
4228,2024-04-23,Income,Dining Out,3139.6,Bank Transfer,1
4229,2024-04-05,Income,Groceries,3394.17,Cash,0
4230,2024-11-28,Expense,Rent/Mortgage,2374.68771212581,Bank Transfer,1
4231,2024-09-30,Income,Groceries,4278.7931,Other,0
4232,2024-06-27,Expense,Rent/Mortgage,3520.14,Bank Transfer,1
4233,2024-10-26,Expense,Travel,2668.165995,Cash,1
4234,2024-04-19,Expense,Rent/Mortgage,2294.542,Debit Card,0
4235,2024-09-16,Expense,Internet,1566.33163,Bank Transfer,1
4236,2024-01-29,Expense,Insurance,3621.93,Credit Card,0
4237,2024-11-08,Income,Insurance,2812.7,Debit Card,0
4238,2024-11-15,Income,Subscriptions,3823.66669502065,Bank Transfer,1
4239,2024-10-06,Expense,Rent/Mortgage,3560.74527086834,Debit Card,1
4240,2024-10-10,Income,Debt Repayment,4493.89769,Debit Card,1
4241,2024-02-04,Expense,Insurance,3948.8,Debit Card,1
4242,2024-11-27,Expense,Shopping,452.71187713,Other,1
4243,2024-07-02,Income,Rent/Mortgage,1255.472050322,Credit Card,1
4244,2024-09-26,Expense,Rent/Mortgage,2422.5929,Cash,0
4245,2024-11-30,Expense,Internet,441.99643781,Credit Card,0
4246,2024-04-05,Expense,Entertainment,4064.12,Cash,0
4247,2024-02-20,Income,Debt Repayment,4773.51020517,Cash,0
4248,2024-10-05,Expense,Debt Repayment,2264.74998,Cash,1
4249,2024-12-02,Expense,Gifts/Donations,3041.726877346,Debit Card,1
4250,2024-07-29,Expense,Subscriptions,4878.3,Bank Transfer,0
4251,2024-10-31,Expense,Phone,3169.45,Other,0
4252,2024-05-31,Expense,Transportation,1433.5,Cash,1
4253,2024-04-27,Income,Insurance,4242.666,Cash,0
4254,2024-07-02,Expense,Groceries,4896.55467054,Credit Card,0
4255,2024-12-15,Expense,Debt Repayment,2525.36,Credit Card,0
4256,2024-06-07,Expense,Transportation,3121.3431443,Credit Card,1
4257,2024-08-14,Income,Subscriptions,1600.6722323,Other,1
4258,2024-03-15,Income,Phone,3579.704944706,Bank Transfer,0
4259,2024-02-21,Expense,Groceries,803.83247,Credit Card,1
4260,2024-11-21,Expense,Healthcare,3147.9,Other,1
4261,2024-10-12,Expense,Travel,1142.481,Debit Card,0
4262,2024-12-28,Expense,Rent/Mortgage,933.263842,Other,0
4263,2024-03-07,Income,Internet,618.7,Cash,0
4264,2024-01-19,Expense,Travel,2828.236327,Other,1
4265,2024-07-27,Income,Education,3099.853,Credit Card,1
4266,2024-11-21,Income,Insurance,549.914947392,Credit Card,0
4267,2024-11-02,Income,Healthcare,920.9,Other,1
4268,2024-04-09,Income,Debt Repayment,1988.597087,Other,0
4269,2024-04-21,Expense,Entertainment,3355.33,Cash,0
4270,2024-06-25,Expense,Entertainment,4252.7858,Other,0
4271,2024-09-19,Income,Education,2937.8073,Other,0
4272,2024-12-13,Income,Healthcare,1783.24243,Bank Transfer,0
4273,2024-09-20,Income,Debt Repayment,269.96,Credit Card,1
4274,2024-04-19,Expense,Shopping,2998.953,Cash,1
4275,2024-02-09,Income,Debt Repayment,305.63552,Other,0
4276,2024-10-03,Expense,Education,1888.528,Credit Card,0
4277,2024-02-06,Expense,Groceries,572.952294,Cash,0
4278,2024-08-12,Income,Internet,2982.11790683057,Other,1
4279,2024-01-15,Income,Phone,310.22693170435,Other,0
4280,2024-06-23,Expense,Childcare,4588.50563376,Bank Transfer,1
4281,2024-02-16,Income,Groceries,2273.4168,Debit Card,0
4282,2024-12-10,Expense,Gifts/Donations,2669.418422377,Debit Card,1
4283,2024-06-17,Income,Utilities,4681.3277,Other,1
4284,2024-04-10,Expense,Subscriptions,824.9550163621,Bank Transfer,1
4285,2024-06-24,Income,Subscriptions,668.208306693,Cash,1
4286,2024-09-02,Expense,Dining Out,4666.83166,Debit Card,1
4287,2024-08-14,Income,Rent/Mortgage,2411.4,Bank Transfer,1
4288,2024-04-10,Expense,Utilities,1002.93057278121,Bank Transfer,1
4289,2024-10-14,Income,Debt Repayment,797.55046,Cash,1
4290,2024-08-06,Income,Gifts/Donations,1111.6611877,Debit Card,0
4291,2024-03-05,Expense,Debt Repayment,1114.42855,Other,0
4292,2024-04-07,Income,Travel,3961.376433,Cash,0
4293,2024-04-12,Income,Subscriptions,2215.204427089,Debit Card,0
4294,2024-10-07,Income,Education,3760.17034469,Debit Card,1
4295,2024-10-06,Expense,Internet,1009.649,Cash,0
4296,2024-10-26,Income,Dining Out,4827.4,Cash,0
4297,2024-05-20,Expense,Internet,814.539636287,Credit Card,0
4298,2024-08-24,Expense,Education,2590.83,Bank Transfer,0
4299,2024-04-05,Income,Debt Repayment,1757.86,Credit Card,1
4300,2024-02-01,Income,Rent/Mortgage,3176.402102,Debit Card,0
4301,2024-04-17,Expense,Entertainment,4818.793,Debit Card,1
4302,2024-03-21,Expense,Education,3753.19684046,Credit Card,1
4303,2024-02-27,Expense,Subscriptions,4414.6,Credit Card,0
4304,2024-05-11,Income,Shopping,4263.508515,Other,0
4305,2024-06-14,Expense,Debt Repayment,3522.808544,Credit Card,1
4306,2024-04-14,Income,Education,1757.139349542,Cash,0
4307,2024-07-21,Expense,Travel,3774.93822745,Credit Card,1
4308,2024-06-27,Income,Gifts/Donations,4409.494733096,Credit Card,1
4309,2024-01-03,Income,Debt Repayment,2059.66,Other,0
4310,2024-08-05,Income,Entertainment,1883.53260217,Bank Transfer,0
4311,2024-07-26,Income,Gifts/Donations,4923.21463624526,Other,0
4312,2024-06-21,Income,Subscriptions,1826.470034,Credit Card,0
4313,2024-04-25,Income,Insurance,2430.974934,Debit Card,1
4314,2024-10-25,Income,Dining Out,4308.66,Other,1
4315,2024-08-14,Expense,Insurance,2249.6831338,Credit Card,1
4316,2024-08-19,Expense,Dining Out,4466.3,Debit Card,0
4317,2024-04-09,Expense,Education,2783.57648724,Bank Transfer,0
4318,2024-07-05,Expense,Education,3640.887311962,Credit Card,1
4319,2024-10-26,Income,Internet,3835.777394974,Bank Transfer,1
4320,2024-07-05,Expense,Subscriptions,2698.20488,Credit Card,1
4321,2024-08-24,Income,Shopping,2198.19682053,Debit Card,1
4322,2024-10-14,Expense,Transportation,219.3997062,Cash,1
4323,2024-01-01,Income,Debt Repayment,694.15069170847,Cash,1
4324,2024-03-17,Expense,Travel,4709.1143129,Credit Card,1
4325,2024-10-27,Expense,Debt Repayment,2550.966814713,Debit Card,1
4326,2024-05-20,Expense,Dining Out,1288.8067559432,Credit Card,1
4327,2024-09-04,Income,Dining Out,1450.462356477,Debit Card,1
4328,2024-09-12,Income,Entertainment,299.69914,Other,0
4329,2024-05-16,Expense,Subscriptions,4424.4,Debit Card,0
4330,2024-10-05,Income,Rent/Mortgage,765.4959131958,Other,1
4331,2024-12-30,Income,Subscriptions,3589.202298,Other,0
4332,2024-10-23,Expense,Childcare,3581.813,Bank Transfer,0
4333,2024-09-28,Income,Dining Out,2640.73,Other,1
4334,2024-01-23,Expense,Entertainment,3078.8795,Cash,1
4335,2024-11-19,Expense,Entertainment,1059.7121987788,Other,1
4336,2024-09-23,Income,Gifts/Donations,3505.97609364637,Bank Transfer,1
4337,2024-08-08,Income,Education,2476.75735722114,Credit Card,1
4338,2024-02-23,Income,Debt Repayment,1900.27694,Credit Card,1
4339,2024-09-26,Income,Childcare,772.1361,Credit Card,0
4340,2024-09-16,Income,Gifts/Donations,2037.48717573,Debit Card,0
4341,2024-09-13,Expense,Healthcare,2126.27697600033,Credit Card,0
4342,2024-12-07,Expense,Travel,1600.7395320978,Debit Card,1
4343,2024-11-29,Income,Utilities,1603.2176688862,Debit Card,0
4344,2024-12-11,Expense,Rent/Mortgage,2402.0,Debit Card,1
4345,2024-05-19,Income,Insurance,2295.20066755,Cash,1
4346,2024-11-23,Expense,Rent/Mortgage,2732.205319896,Debit Card,0
4347,2024-08-05,Expense,Healthcare,2416.32372,Debit Card,0
4348,2024-11-09,Income,Rent/Mortgage,1158.8,Credit Card,0
4349,2024-05-03,Expense,Travel,405.6699509,Bank Transfer,0
4350,2024-02-28,Expense,Transportation,3657.727177476,Other,1
4351,2024-03-22,Income,Childcare,4855.288742041,Other,0
4352,2024-10-09,Expense,Groceries,2559.826,Other,1
4353,2024-09-22,Expense,Internet,1684.0,Other,1
4354,2024-11-20,Income,Subscriptions,3431.25213,Bank Transfer,0
4355,2024-07-30,Expense,Internet,2530.81329388,Other,0
4356,2024-02-07,Income,Gifts/Donations,441.9796,Debit Card,0
4357,2024-10-18,Income,Entertainment,4505.3,Debit Card,0
4358,2024-03-10,Income,Subscriptions,436.966487125,Debit Card,1
4359,2024-08-15,Income,Education,4974.1234,Credit Card,0
4360,2024-02-26,Income,Groceries,2373.308407,Cash,1
4361,2024-01-02,Expense,Subscriptions,327.6,Credit Card,0
4362,2024-02-13,Income,Transportation,4695.2378,Credit Card,1
4363,2024-03-29,Income,Insurance,3111.9318698,Bank Transfer,1
4364,2024-10-03,Expense,Phone,904.7369439,Cash,1
4365,2024-01-01,Expense,Phone,1676.33066353,Debit Card,0
4366,2024-07-15,Income,Utilities,1377.712608,Credit Card,0
4367,2024-05-14,Expense,Subscriptions,2712.7864661,Credit Card,1
4368,2024-01-23,Expense,Healthcare,2961.86,Cash,0
4369,2024-10-05,Expense,Internet,3020.619602,Other,0
4370,2024-08-10,Income,Education,1813.52903905,Debit Card,1
4371,2024-07-08,Income,Phone,4871.620413,Bank Transfer,0
4372,2024-07-06,Expense,Utilities,4267.67738564,Credit Card,0
4373,2024-08-04,Income,Travel,781.8256,Other,0
4374,2024-02-20,Expense,Travel,1135.48,Cash,0
4375,2024-02-15,Expense,Phone,1203.5492551581,Bank Transfer,1
4376,2024-08-26,Expense,Childcare,2157.53,Bank Transfer,0
4377,2024-08-24,Expense,Childcare,3205.949,Debit Card,0
4378,2024-07-10,Expense,Travel,512.85331956,Bank Transfer,1
4379,2024-01-24,Expense,Education,4493.12150773375,Other,1
4380,2024-05-15,Expense,Utilities,1887.1508613626,Cash,1
4381,2024-12-14,Income,Education,2981.8410541986,Debit Card,1
4382,2024-06-29,Expense,Childcare,4042.891,Bank Transfer,1
4383,2024-01-28,Income,Gifts/Donations,3551.8048,Other,1
4384,2024-04-08,Income,Internet,310.35,Credit Card,0
4385,2024-10-05,Expense,Groceries,3965.77,Bank Transfer,0
4386,2024-04-06,Income,Shopping,3210.611409,Debit Card,0
4387,2024-11-06,Expense,Gifts/Donations,1956.688162,Debit Card,1
4388,2024-10-20,Income,Insurance,1726.17408,Credit Card,0
4389,2024-03-05,Expense,Groceries,2159.90121,Other,0
4390,2024-11-21,Expense,Phone,1326.13,Cash,1
4391,2024-05-22,Expense,Debt Repayment,3676.57,Credit Card,1
4392,2024-10-05,Income,Phone,2556.8210208372,Debit Card,0
4393,2024-03-02,Income,Dining Out,3779.670251,Debit Card,1
4394,2024-09-20,Income,Groceries,241.5048651127,Other,1
4395,2024-05-30,Income,Rent/Mortgage,1297.9961,Other,1
4396,2024-09-20,Income,Childcare,4913.846,Debit Card,1
4397,2024-04-12,Expense,Rent/Mortgage,3466.7,Cash,1
4398,2024-12-08,Expense,Groceries,595.6282574898,Other,0
4399,2024-03-16,Expense,Rent/Mortgage,482.439461,Cash,0
4400,2024-07-29,Expense,Rent/Mortgage,4305.27069386074,Cash,1
4401,2024-06-19,Expense,Travel,65.276,Cash,0
4402,2024-08-28,Expense,Healthcare,4005.1,Debit Card,1
4403,2024-05-29,Expense,Travel,4076.27163,Debit Card,1
4404,2024-06-26,Income,Utilities,1027.9898415777,Bank Transfer,0
4405,2024-01-07,Expense,Debt Repayment,2437.733419093,Credit Card,1
4406,2024-03-31,Income,Utilities,1894.48005,Other,1
4407,2024-03-23,Expense,Entertainment,3700.3727,Cash,1
4408,2024-01-08,Income,Rent/Mortgage,553.75362092,Bank Transfer,0
4409,2024-10-22,Expense,Phone,819.2373083,Other,1
4410,2024-03-29,Expense,Transportation,1226.94391827,Bank Transfer,0
4411,2024-07-23,Expense,Groceries,747.6275694677,Bank Transfer,1
4412,2024-02-06,Income,Entertainment,2309.72286135967,Cash,1
4413,2024-06-28,Expense,Transportation,4261.74274,Other,1
4414,2024-05-16,Expense,Internet,1610.959,Other,0
4415,2024-08-15,Income,Healthcare,1337.6,Other,1
4416,2024-06-29,Expense,Insurance,3676.410374,Credit Card,0
4417,2024-09-14,Expense,Groceries,754.89627105,Debit Card,0
4418,2024-03-04,Income,Transportation,146.73169,Bank Transfer,1
4419,2024-12-22,Income,Healthcare,4090.4498,Credit Card,0
4420,2024-04-10,Expense,Shopping,4528.8922828063,Debit Card,1
4421,2024-08-09,Expense,Travel,4458.17420835846,Credit Card,0
4422,2024-06-21,Expense,Entertainment,2964.5,Debit Card,0
4423,2024-12-17,Income,Education,4783.47481,Bank Transfer,1
4424,2024-09-17,Expense,Childcare,4875.30578433,Bank Transfer,1
4425,2024-05-14,Income,Transportation,4809.56324271,Cash,1
4426,2024-06-16,Income,Dining Out,3466.30216,Bank Transfer,0
4427,2024-10-13,Expense,Transportation,4945.69,Bank Transfer,1
4428,2024-03-12,Expense,Healthcare,1203.4646116977,Bank Transfer,1
4429,2024-06-03,Income,Education,2574.134091761,Cash,1
4430,2024-05-17,Income,Education,2879.81106858543,Cash,1
4431,2024-05-23,Expense,Education,2064.7,Cash,0
4432,2024-10-22,Expense,Gifts/Donations,4498.6297704,Debit Card,1
4433,2024-01-16,Income,Gifts/Donations,2756.414673,Credit Card,1
4434,2024-03-16,Expense,Insurance,3857.412,Cash,0
4435,2024-11-25,Income,Groceries,2943.75455247,Bank Transfer,1
4436,2024-02-09,Income,Education,4280.3979,Credit Card,1
4437,2024-02-14,Income,Entertainment,1482.57836363641,Bank Transfer,1
4438,2024-03-05,Income,Gifts/Donations,200.9368,Credit Card,0
4439,2024-03-05,Income,Transportation,2600.1,Other,0
4440,2024-05-12,Income,Subscriptions,2901.529,Debit Card,1
4441,2024-08-18,Expense,Insurance,1811.6375,Bank Transfer,0
4442,2024-04-13,Income,Insurance,420.3167372,Credit Card,0
4443,2024-10-30,Income,Travel,4531.40180766309,Credit Card,1
4444,2024-02-08,Expense,Utilities,2358.912879,Other,1
4445,2024-09-22,Expense,Transportation,3510.35579,Bank Transfer,0
4446,2024-06-06,Expense,Utilities,2370.43798588,Cash,1
4447,2024-08-13,Income,Internet,1138.7137941,Debit Card,0
4448,2024-09-24,Income,Rent/Mortgage,2798.8,Debit Card,1
4449,2024-06-25,Expense,Shopping,2012.73,Other,0
4450,2024-07-07,Income,Utilities,1218.7859787543,Bank Transfer,1
4451,2024-03-15,Income,Utilities,506.911,Bank Transfer,0
4452,2024-07-23,Income,Debt Repayment,2741.9549051,Credit Card,1
4453,2024-01-29,Income,Transportation,2452.39348516,Cash,0
4454,2024-07-31,Income,Utilities,4030.51323,Credit Card,1
4455,2024-10-18,Expense,Entertainment,2509.1,Other,1
4456,2024-11-07,Expense,Rent/Mortgage,4311.4141767,Other,0
4457,2024-03-05,Expense,Childcare,1899.65,Credit Card,0
4458,2024-08-21,Expense,Entertainment,2659.977172,Credit Card,0
4459,2024-01-22,Expense,Healthcare,1569.66110495,Credit Card,0
4460,2024-09-06,Income,Education,3360.5956170226,Debit Card,1
4461,2024-02-11,Income,Childcare,4106.27749266,Debit Card,0
4462,2024-02-10,Income,Phone,1573.44,Bank Transfer,0
4463,2024-08-28,Income,Dining Out,1907.91841,Debit Card,1
4464,2024-01-21,Expense,Utilities,4669.5447,Other,1
4465,2024-12-24,Income,Transportation,4146.7992473379,Bank Transfer,1
4466,2024-09-16,Expense,Gifts/Donations,2723.7421131234,Credit Card,1
4467,2024-08-27,Expense,Insurance,4025.588204914,Other,1
4468,2024-06-30,Income,Childcare,4306.5202271838,Debit Card,0
4469,2024-05-14,Expense,Insurance,492.8491246,Debit Card,0
4470,2024-10-16,Income,Debt Repayment,4906.0,Other,1
4471,2024-01-15,Expense,Utilities,4002.6,Bank Transfer,1
4472,2024-02-18,Income,Utilities,65.968,Cash,1
4473,2024-12-04,Income,Healthcare,1191.60330134,Credit Card,0
4474,2024-08-28,Income,Dining Out,3430.8808874,Debit Card,1
4475,2024-04-20,Income,Groceries,4492.8764347,Debit Card,1
4476,2024-11-26,Income,Phone,3452.7462,Credit Card,0
4477,2024-09-18,Income,Internet,1823.217557083,Cash,0
4478,2024-01-28,Expense,Entertainment,3988.30286387,Bank Transfer,1
4479,2024-04-09,Expense,Childcare,3041.303,Credit Card,0
4480,2024-08-01,Expense,Internet,3969.0,Bank Transfer,0
4481,2024-07-11,Income,Shopping,3251.95354134499,Other,1
4482,2024-12-26,Income,Entertainment,2719.959,Cash,0
4483,2024-01-16,Income,Transportation,4649.351373807,Other,0
4484,2024-08-11,Expense,Groceries,4668.6,Debit Card,0
4485,2024-02-06,Income,Gifts/Donations,1355.56,Debit Card,1
4486,2024-03-18,Expense,Childcare,3201.682,Credit Card,0
4487,2024-10-04,Income,Travel,65.26711459533,Cash,1
4488,2024-08-26,Income,Transportation,3759.36,Debit Card,0
4489,2024-11-08,Income,Dining Out,4576.2364,Bank Transfer,0
4490,2024-06-13,Expense,Rent/Mortgage,4259.4,Bank Transfer,1
4491,2024-10-12,Expense,Healthcare,3553.93948,Bank Transfer,1
4492,2024-03-03,Income,Insurance,1681.544721424,Debit Card,1
4493,2024-11-15,Income,Rent/Mortgage,3264.6028362,Bank Transfer,1
4494,2024-02-16,Expense,Utilities,411.8345234695,Cash,1
4495,2024-07-06,Income,Groceries,477.423,Other,1
4496,2024-09-17,Income,Phone,3448.6088772712,Debit Card,0
4497,2024-03-28,Expense,Healthcare,3745.84482803212,Credit Card,0
4498,2024-10-01,Expense,Education,135.69,Cash,0
4499,2024-06-17,Income,Transportation,458.8142,Credit Card,1
4500,2024-08-17,Income,Internet,1978.785,Debit Card,1
4501,2024-06-01,Expense,Insurance,1698.41427266964,Credit Card,0
4502,2024-07-22,Income,Travel,1942.9389,Other,1
4503,2024-02-02,Expense,Groceries,3691.36589,Cash,1
4504,2024-10-25,Income,Childcare,3855.8,Bank Transfer,1
4505,2024-07-26,Income,Dining Out,530.10785,Credit Card,1
4506,2024-06-26,Expense,Travel,4052.112,Bank Transfer,1
4507,2024-01-30,Income,Internet,656.4220564,Debit Card,0
4508,2024-06-06,Income,Internet,3231.81361147,Bank Transfer,0
4509,2024-03-12,Expense,Shopping,1156.93337853988,Debit Card,0
4510,2024-03-14,Expense,Utilities,3364.1217243,Cash,0
4511,2024-02-19,Income,Education,4288.66524,Bank Transfer,0
4512,2024-06-04,Income,Phone,1102.16,Cash,0
4513,2024-05-07,Expense,Education,21.55314,Credit Card,0
4514,2024-10-29,Income,Entertainment,4662.6767749841,Bank Transfer,0
4515,2024-07-10,Expense,Utilities,153.6922,Cash,1
4516,2024-09-12,Expense,Insurance,4437.9766,Cash,0
4517,2024-04-14,Expense,Childcare,226.5339,Bank Transfer,1
4518,2024-04-29,Income,Utilities,1869.76915,Bank Transfer,1
4519,2024-10-26,Expense,Gifts/Donations,2779.2408588,Credit Card,0
4520,2024-01-21,Income,Education,4289.6096779729,Debit Card,0
4521,2024-10-08,Income,Rent/Mortgage,2290.1400714,Other,1
4522,2024-09-24,Expense,Subscriptions,1218.510407,Other,0
4523,2024-05-08,Expense,Insurance,760.774,Credit Card,0
4524,2024-11-17,Expense,Utilities,2760.56399,Cash,0
4525,2024-09-07,Income,Utilities,2402.3,Debit Card,0
4526,2024-03-17,Expense,Phone,3456.66577638,Credit Card,0
4527,2024-12-18,Income,Insurance,3042.8271,Cash,0
4528,2024-04-22,Expense,Childcare,880.46,Other,1
